,Paradigms,JudgingType
82,debated 4 years kapaun mount carmel wichita kansas debated 4 years ndt ceda d3 university kansas email chain gaboesquivel gmailcom gonzaga 2022 know anything water topic biases lean aff condo might say much might expect lot go really presumption means lot zero risk try die didnt go ks much really debating vs policy aff policy v policy debates framework important impact calc lean toward affs plans fairness concerns less usual nowadays since last judged get easily confused arguments topics familiar likely intervene way status quo always optionjudge kick judge work hard listen honest understand patient novices clear go slower 7 8 10 online otherwise ill miss nuance arguments clear twice stop flowing flow use everything hear decision overemphasize said rebuttals ill reference 1ar protect 2nr 2ar sounds new ill reference block 2nr claims 1ar dropped something ill reference 2ac 1ar claims block dropped something etc dropped argument true argument must complete claim warrant beginning fan sneaky tricky unless going condo try craft decision based language used debaters reference cannot resolve argument flow alone phds peer reviewed journals adequate highlighting help cant resolve way ill look potential cross applications cx arguments might end work work team try amount team might get messy close thats panel challenge decision strongly disagree ill tell biases kicked pronounced kaypen,3
83,judging history parent judge preferences speak slowly use common terms,1
84,things value tournament 1 respectful 2 clear reasoning 3 particularly interested elaborate impacts,1
85,hi pf debater flow judge techtruth debated throughout high school years speed free enunciate using speed wont write understand job weigh speeches job judge based give weighing cant really comparative analysis becomes bland give decision might satisfied try frontline second rebuttal respond important turns least moreover since summary 3 minutes extend rebuttals frontline weigh summary dropped dropped try extend respond something dropped especially final focus going count waste run theory ks soft spot complicated explain well buying give offtime roadmaps signpost ever whenever much easier follow place expect follow super hands judging wont call piece unless compel call add email chain sharing doc using email yingyingfangdebate gmailcom warrant give empiric without explanation value analytics cards cards obviously help lot count prep calling cards reading clear using prep since everything online sneaky tell something nice catch act collapse narrow speeches clashes core arguments drop unnecessary arguments strategic become muddled stronger arguments shine give 510 second leeway stop writing new points period signal speeches pasttime able see timer air hand gesture pointing wrist lenient towards new younger debaters worry much rules stage build basics always sure check feedback facial expressions obvious look confused probably look see following enjoy bit humor speeches especially puns rude deduct speaks derogatory language discrimination kind world already melancholy happy kind debaters best,3
86,parent judge favorite daughters constant discussions regarding septober topic topic knowledge somethings look clarity consistency collapsing extensions ff weighing,1
87,hello quick background pf four years high school apda bp harvard college debating union pretty standard judge 1 summary final focus generally offense included summary final focus ii turns must first summary iii defensive responses second speaking team need summary final focus 2 warrant cards care otherwise generally matter 3 must terminalize weigh impacts judgment matters judgment likely collapse weigh voters 4 fan theory unless clearly relevant,2
88,parent judge 6 years experience judging public forum debates speak clearly spread attempt flow helps signpost arguments,1
89,public forum judging public forum three years trial attorney 25 years expect respectful knowledgeable debaters present clear arguments supported debaters job persuade common person knowledge topic technical rather based upon strength arguments debaters ability persuade judging two years trial attorney 25 years extemp speakers answer question answer supported beneficial intro facts conclusions sums answer position regard forms clear engaging presentation speakers must respectful,1
90,seems suspicious ill ask see cant provide cut card ill treat argument opinion analytic argument without mostly judge pf days questions events specific questions arent covered email serenaefitzgerald gmailcom competed primarily ld npda pretty technical floworiented speaker points based combination skill clean collapse really efficient refutation creative wellcrafted case nice econ political science major fan really specific nuanced arguments fields obviously evaluate new arguments summary final focus except response new arguments opponents made means reconstruct second rebuttal accept limited crossapplications case arguments youve already since arent new arguments new cards analytics first able citation something doesnt automatically true explain author comes conclusion words warrant speed fine sure opponents okay bad spreading ie mumbling unclear signposting met bad speaker points theory kritiks progressive arguments fine opponent isnt familiar progressive arguments best simplify explain exclude people arguments get made speeches get flowed provide cross prep sure bear mind even provided opponent doesnt mean judge seen impact weighing collapse makes rounds exponentially easier judge ensures drop arguments case,2
91,hello debaters relatively new judging going ask avoid using jargon try speak slowly even though event online hope still enjoy learn new things thank mrs folsom,1
92,hi currently freshman fordham university ive debated public forum four years third year coaching past ive received two gold bids stuff second speaker must frontline pls impacts care links getting impact summary must extend say extend reexplain arg use voters ff flow cross cross little fun aggressive take long get card deduct prep stress fun email cherygada gmailcom,2
93,julianvgagnon gmailcom add email chains planet debatethis difficult b c sure judging philosophy many different ideas debatesome inconsistent said totally dictate debaters decide roundstopicality generally find abuse args really persuasive since critical arguments much usually find ground competing interpretations framework much find limits aff arg persuasive framework topicality left unchallenged topicality competeing interp vs ok abuse arg ill usually affcp em critical nb even better fair judge debates aff theory args generally persuasive unless unchallenged similar topicality regardsdas great lot people struggling control uniqueness risk vs got risk turn aff offense win da find lot debates defense hurts aff bunch especially neg cp tend weight da first terms probability magnitudecritical args love em debates find interesting willing listen virtually way neg wants present method alternative text text care case turn obviously negs burden provide way evaluate framework terms theory pretty much legit args args teams responsibility answer themothers see people nice rounds people may say intervene sometimes true let provide context go misspelled jk word plan lose winning arg team says stupidwell persuaded wasted bunch peoples another thing run malthus front doesnt matter rights wont flow game still responsibility speak truth power discourse important definately coconstitutes reality may starting hating politics last year half hey said full inconsistancies b c sometimes another arg box go sympathetic especially high school still research hs topic coach kids go itfrom debateresultsdebate game lot ideas game played absence teams making arguments wont default rules game provide framework evaulte big fan argumentslike malthus particularbut theory arguments general debates generally happen faster mind pen handle ive judged lot although havent much year china topic people may bias towards critical arguments true degree generally find intersting debates means higher standards comes debates yeah imagine high standards,3
94,look logically strong arguments thorough persuasive explanation examples welcome serve addition existing argument serve basis explanation argument credit framing comparatives weighing additionally,1
95,hello hello hello name prem ganesan paradigm youve probably stumbled onto gem judging tournament competing weekend writing things optional competitor appreciated knowing judges felt necessary didnt even lmao heres little bit high school competed wayzata high school 20182021 located glorious sunny warm tropics minnesota cst best timezone die hill high school garnered multiple national outrounds hi oo poetry poi pps prepared prompt speaking even title di therefore stick mainly prefer judging ies dabble judging competitor george masons forensics team go patriots fairfax virginia compete poi poetry prose di info moreover currently coach forensics stillwater area hs mn sticking coaching primarily program events serious interp help pas lps without ado paradigm ill start thats judge tabroom move pf policy pretty lay judge ill probs talk lil bit give brief summary paradigm hadnt checked beforehand thing take away paradigm spread policy sure ill try keep youre pf spreading may drop speaks astronomically though value voice youre speaking 100 mph maybe thats cheesy interper care paradigm rules generally flow judge always flow card authors names focus flow getting claims warrant rather source moreover wanna add email chain go ahead premganesan12345 gmailcom said ill mainly use solely see opp exchanging cards correctly timely docs bring judged upon expressive human ill face believe misstated something ill nod youre making point ill shake head youre making poor point doesnt mean voting means liked didnt particular statement love clash fun afraid really start going said get point youre screaming play game fun judging outround varsity prelims tend zone may ask said use rooster crowing alarm dropping speaks ld yo get drop knowledge bombs super familiar topic year form know best spread fun stuff still applies congress sorry ever judge congo soooooo sorry interp yo yo yo love interp harsh reasonable interp bread butter specifically programed events programs looking solid cuts argue thesis defend well tend gravitate towards poetry heavy pois ones tend put together ones tend coach need arc cannot tell amount programs follow narrative arc fun afraid big single script interp judge uniqueness nuance performance usually three things decent interp judge looks seen many things run miss mark miss mark give something new something crazy give something heartfelt afraid persuasive literature well prose poetry gets weird mn doesnt use black books event outside poi yet every state two youre using black book mind used prop eh ill live sure purposeful 10min 30 sec grace limit oi pa oo voicey tell something new yes stan feminism house tell something new give something unique give new earthshattering perspectives change way view certain topic yall share super traumatic things without providing cws tws give info view boards something supplements used outshine primarily judge content use boards support youre saying cops 2021 nsda perfect example used boards solely supplement outshine thats ext lol extemp really love watching judging extemp yet event probably never lmao judge extemp speeches well speaker manages keep fluency gives analysis provides full complete citations gives impact mastery structural elements key moreover persuasive tell youre right subtly believe youre saying even though probably idea youre talking lmao fun jokes keep appropriate afraid savage youre 800 rank may affected fill use youre 1030 wont stop go 16 min care wont stop unfortunately get overall tolerate bigotry form racism sexism misogyny transphobia xenophobia etc see signs afraid drop harsh write longest ballots youll ever receive according coachfriends whose students ive judged lol ultimately nerd watch many speeches high school college know pretty much final stage last years love activity love true advocacy yall better bring weekend questions whatsoever reach via email premganesan12345 gmailcom mean questions ballot reach communicative activity built communication communicate said better bring weekend amazing much fun prem ganesan,3
96,little bit debated bronx high school science 4 years captains pf team broke gold toc junior year freshman princeton university team well consider relatively flow debater judging flow tl dr pretty standard flow judge well terms technical aspect persuasion aspect happy take partner tenzin dadaks paradigm equation need know warrant + weigh win email chain questions email gangulya bxscienceedu novices scroll towards end unless youre curious heres long version extended way evaluate every pretty simple look weighing framing first whoever winning weighing look arguments first plausible risk offense argument team even look side flow simple inform prioritize get ballot things secure ballot 1 collapse many times teams spread thin trying argue winning every argument makes even difficult win towards later speeches whittle two major pieces offense voters 2 extend offense frontline summary final focus pretty simple tell argument still holds true even rebuttal likelihood 3 warrant arguments warranting interesting part logical reasoning understanding world comes play asserting statement true reading statistic nowhere near enough believe arguments explain reasoning behind step argument even though massive constraints final focus still include condensed form 4 weigh probably underappreciated aspects become great debater need able compare arguments opponents explain important consider saying outweigh scope affect people fully fleshed weighing need give reasoning compare clashing weighing mechanisms weighing makes job easier probably lead content decision miscellaneous 1 progressive argumentation personally believe lot progressive argumentation place pf always prefer topical arguments ks theory unless clear abuse position norms lean strongly paraphrasing slightly lean towards disclosure necessary lean rvis default reasonability know much type slow explain thoroughly choose run front treat argument trigger warnings necessity feel though running win easy ballot team obviously know respond drop progressive argumentation supposed correct flaws activity weaponized 2 base speaker points speaking skills presentation technically sound tournament allows give lowpoints win start 285 3 overly aggressive mean lighthearted humor wonderful wary line crosses funny disrespectful oh racist sexist homophobic etc automatically drop tolerance people unsafe space 4 techtruth entirely argument wellwarranted wellexecuted argument becomes outlandish threshold response goes likely believe simple logical responses 5 defense sticky summary goes unresponded frontline response response stays true least final focus needs brought need repeat blocks opponents interact summary necessarily unless especially important terminal defense 6 egregiously poor leads really mucky debates would sad 7 signpost tell argument talking argument etc makes easier flow 8 speed fine go excessively fast means spreading need slow say clear 9 crossfires fall category people really enjoy listening cross anything important comes cross necessary take note put else affect decision 10 enjoyable fun would great activity meant fun competitive try 11 turns since everyone turning idea dumping turns arguments without proper warranting section warranted despise blippy turns unless spend 15 seconds turn extend impact turn weigh turn turn blippy sympathetic teams responses team point blowing blip especially true second rebuttal turns tread lightly novices expect much yall remember novice certainly would oblige mentioned said clear stuff would better happy 1 signpost every practice generally allows stay organized understand youre saying 2 give voters back half enough tell opponents win need explain win 3 warrant weigh give reasoning behind arguments logically sound compare importance opponents yall got yall real ones speaker point boosts call pros contentions protentions +05 speaker points thank reading specific questions ask starts happy answer reach email gangulya bxscienceedu,3
97,hey judge chances super excited judge meet havent already couple things debated pf four years newton south high school understand flow works problem following along speed trouble ill let know second speaking teams frontline second rebuttal unless first speaking teams extend dropped defensive arguments rebuttal final focus said tend prefer arguments believe speeches technically dazzling willing theory fairly skeptical regarding important use go probably better run theory love warranting point warrant extended throughout update argument stupid convince going fewer arguments great explanation weighing probably easiest way win ballot oh putting thing people starting differently still default neg first explain ask along lines worst feeling entire world lose judge voted way didnt know going theres anything answer ask jacqueline wei really paradigm pretend copyandpasted,2
98,hi currently senior newton south done pf four years couple things 1 say quick road map 2 rebuttal second speaking team frontline turns required teams collapse second rebuttal 3 care card says somethingexplain says 4 weigh decision easy telling argument important 5 cant second half speeches arent extending warrant impact weighing frontlining collapse 6 theory probably evaluate wrong would strongly advise running 7 laugh ill boost speaks mean opponents expect speaks reflect let know questions excited judge,2
99,parent judge timing rounds prep speaking speak reasonable pace clear courteous,1
100,parent judge judged rounds prefer debaters clear avoid speaking super fast speak fast consider arguments final decision value logic behind argument quantitative component,1
101,may know zacharys mom yes mom judge despair level best flow competently 9th year judging pf novice anymore however keep simple give case logical format give reasons speak super fast since makes head spin wont able follow brilliant arguments easily extend summary cant weigh hows jargon lastly professional courteous eyerolling tongues hanging general snottiness appreciate win grace class,1
102,mike girouard years involved 20+ policy 20+years pf 7yrs ld 7yrs coached baylor kansas state u rochester new school augustana college asian league several high schools debated univ north texas hate people try pigeonhole judges fitting particular mold label hacks certain args certain types arguments said would say feel though judge evaluate kind feeling args discuss detail important keep mind front comfortable arg fine end enjoyable educational everyone involved last caveat year progressed transition paperless find calling less less feel though debating question card says doesnt say probably call expect piece together argument reading feel though disservice team least attempting argumentation linebyline prep default prep stop team flashing evid said blatant disregard abusing revert preptime ending till flashed given opponents occur say something cps love pic burden aff defend every aspect plan defense including plan really theory far perms go use justify theory fine going cp front keep things mind must net benefit sort da perm doesnt necessarily solve aff need something answer portions solve critical net benefit explain functions relationship aff advocacy cp das really whole lot say u cards sort warrant warrants evaluate 15+ u cards help settle would prefer fewer cards warrants help settle problem sure giving sort impact calc last speeches weighing potential outcomes impacts ie even statements aff reads k impacts justify probably lose argument prefer scenarios fewer warranted internal links avoid proliferation outlandish impact scenarios sure solid link weighing everything last speeches fine k open ks believe realism framework end answer k try engaging arguments run better chance picking ballot front arguments question representations epistemological starting point best answered providing offensive justification reps starting point sure explaining evaluate k relationship aff impacts implications alt link sure things fine find people answer fundamental question types rounds role critic answer least recognize questions exist alright topicality default competing interpretations attempt answer question interpretation better community whole said evaluate based competing interpretations arg justify warranted args fine going front probably need spend little bit 2nr saying go nothing else arg requires little bit adequately go things look clear distinction interpretations warranted reasons interp better well interp bad impact community large theory big theory hack especially instances clear articulated abuse sure giving warranted reasons theory legit specific abuse occurred impact allowed said theory whine engage args sure least answering args expect theory devote last couple speeches performance fine different styles instances ask flow flogocentric assuming warranted reason legit alright things keep mind chose front method better exists preferred larger implications community sure attempting least perceptually engage teams args fine,2
103,hello name rebecca newer judge speak quickly use jargon thank,1
104,things see impact calculus comparison clear signposting assertive aggressive things see reading pieces saying thing combined analysis strategy repeating arguments rather extending beat dead horse cx feel free ask questions speed slow anything flow,2
105,brixztheflip gmailcomhonestly kind wildcard find voting ways never wouldve thought quite often point wellknown policy debater ive judged everything finals ceda nationals pf finals nsda music pays rent puts food table job take seriously trying something relatable member cherokee nation grew suburban chicano filipino american household say debates capture heart occur similar fashion arguments dinner table policy arent lot arguments havent seen heard smelled clearcut offense policy debates rare anything along lines gotta plan topicality general ive coached high school college teams explicit premise topic community engaging topic flawed way ideal debates performance method intrigued hypothetical even fiat style need defend benefits heg cap gotta sell unique enough reason instance need choice uniqueness absolutely determines direction link traditional debates although believe heart conditionality bad hard condo bad debated nebulously generally believe negative access everything sun negate affirmative ld best ld debates mutant reproduction old policy arguments styles great judge plan text go multiple back mind wish lders would push arguments fiat way debating ideal form based evaluating performance method ie important could potentially happen x hypothetical policy passed judging significant amount yall national circuit id know wea lot toplevel lders getting away regurgitating policy arguments point even change blocks cant slightly concerned implications debaters mindlessly reading whatever page right pf copy look preferably doc debates uniqueness terminal impacts clear cut disadvantage opponents case cant heres side heres side type thing challenge sources challenge privilege bias afraid outside box,2
106,background debated pf three years local national circuit ld parli couple times novice apda greatly appreciate big picture philosophical arguments pfers flow cross ex important mention look things successful said stand sexist racist intolerant views respectful rational clear assertive enjoy,2
107,hi parent avid debater scrupulous note taker always topic prior judging explain things learning first prior experience judging public forum well teams support claims try tell story arguments impacts matter first place links logical reasoning clearly explained wont consider impacts unless links sense summary shouldnt final focus crossx try respectful opponents possible respectful helps speaker points youre going turn opponents argument sure impact last least weighing summary final focus definitely makes easier judge look forward judging,1
108,parent pf judge attorney legal consultant framework clear necessary address framework prevail clash opponents judge case based weigh arguments significance relative opponents arguments spread talk quickly fast speakers assume risk could miss arguments points additionally view youve spoken fast clip view unfavorably opponent failing respond argument advanced citations without explanations explanations without citations persuasive use jargon keep discourse civil incivility form hurt cause encourage tactical strategic thinking arguing rebutting cross fire appreciate clear analysis contention win day summary final focus final focus would including side explaining sides arguments fail,1
109,75 recent decisions made team actually extended links terminal impact case 20 weighed better inround safety stuff content warnings case potentially triggering material general guideline suicide domestic violence sexual violence anything structural violencey mental health terrorism graphic descriptions violence suffering email bottom paradigm email need anything includes limited accessibility concerns happy changes accommodations need participate pronoun concerns happy ask debaters use pronouns refer everyone engage solution feel appropriate somebodys pronouns tab youre expected use correct ones misgender somebody ill dock speaks autol continuous know best equipped handle every unsafe situation something comes feel free message chat say something ill best resolve however within scope judge stuff rarely end voting teams extend 2 pieces offense summary final focus makes quality arguments worse spend piece offense fleshing warrants implicating arg weighing win coach explain topic jargon abbreviations case means latest indicts explain well prioritize argumentation warrants extending cards framework team gives framework extends sum ff ill unless explicitly respond tell instead end unresolved framework youre basically letting choose team based fw prefer youre framework probably try link turns ill theyre extended links terminalized impacts weighing frontline theyre extensions care lot extensions completely extend every piece link chain + impact card names arent enough need warrants links warrants + impact warrants summary final focus wont usually extend offensive argument completely summary final focus usually ends meaning extensions suffer cant either argument neither complete tech stuff usually wont type theory know evaluate correctly really belongs pf times literally arent long enough cant flow faster around 250 wpm case rebuttal faster probably fine long warranting super summary ff get missed summaries need defense first summary need frontlining terminal defense whatever offense youre going summary final focus wont evaluate care format paraphrase whatever works usually wont call unless theres unresolved issue weighing warrant feel free ask stuff beginning feel free ask questions email greenicamilla gmailcom,3
110,parent judge representing regis high school new york city judging three years larger regional tournaments states local tournaments judging principally varsity pf rounded bq qualifier bq nationals work finance familiar basic jargon turn extend etc certainly debatey judge roadmaps welcome sure everything say understandable speed okay must clear cant follow harder understand connections contentions warrants impacts challenges opponents arguments runs finish thought stop speaking flow,1
111,pf ive seen issues disproportionately pf feel need include include links cards citation including entire piece card falsifying original context piece cutting card support claim means claim actually unwarranted check verification authors intent argument made discrediting authors intent support claim gain offense signpost flow extend every extensions include impact card claim simply author impact calculous extremely important convince impacts outweigh opponents even specific link impacts specific value framework believe contextualize importance sure articulate framework preferable whatever framework opponents impacts default ld run sure understand effectively articulate kritical argumentation present feel voting upper hand better case instead overall better debater fine theory wont basic theory arguments skew unless obviously present goes uncontested opponent nonkritical debaters still equal shot ballot seeing direct clash points go topicality solvency type arguments cx mainly familiar ldstyle progressive argumentation youre going clear kritical argumentation present understand cx stock youre basically keep mind ld debater present cases,2
112,hi funny jokes boosted speaks,3
113,framework clear necessary address framework prevail clash opponents judge case based weigh arguments significance relative opponents arguments spread may miss argument response obnoxious transfer efficient eat unnecessarily rushing find pieces token ask things crucially necessary responses,2
114,new parent judge prefer speak slowly,1
115,respectful crossfire preferred speaking style try send asked crossfire chat crossfire prep lets waste searching cards questions provide trigger warnings topics fellow debaters may find sensitive youre worried midsentence complete thought stop,2
116,benjamin hagwood head coach bl academy executive director nsda vancouver debated five years liberty university third year judging since trading places debater judge view matured perspective become open views currently begin say understand game said realize people use place protest advocate discuss political social religious individual ideas used debater stretch rules practices activity viewed net beneficial growth academics potentially policymakers critic enter predispositions everyone else limit discussion take place public forum 1 limited amount use wisely collapse voting issues believe winning 2 offense important defense 3 weigh accordingly 4 flow cross fire pay attention say count towards interpret argument 5 framework mentioned default util 6 base decision based sound logic drops flow 7 steal prep 8 rude 9 speaker points ways gain lose janks tasteful bowtie definitely increase overall speaker points max 5 increase b joke actually funny increase speaker points max 5 increase c bad jokes max 10 decrease offensive language actions max 300 decrease rather easy talk questions fun smart strategy shall tell love policy stuff need pref 1 everything debateable tend enter believing team persuades argument superior opponents say amused offensive language jokes call people though someone something offensive call could potentially still win say something 0 2 reading plan text doesnt necessarily equal loss book great discussions emerge different ideas strategies however mean way would reading argument magically seems shift every link thats probably bad large difference link bad links 3 absolutely love da case debates tend believe people defenses case anymore believe argues inherency solvency anymore cps ks formidable strategy completely deconstruct case go simple da 4 critical theory interesting admit graduate school stretched theory would generally introduced new arguments helped grow base knowledge still critical race theory generally area interest definitely interested reading forms critical theory admit baudrillard still collecting dust electronic bookshelf intend start reading soon far dabbled theories 5 wellplaced theory violation change entire direction whatever probably able justify negative enough able run four conditional positions contradict worlds hermeneutically sealedsorry actually sorry run bad strategies 6 performance growing stay say making important points generally people wont admit judging team executes performance tough generally watch enjoy remember evaluate needless say fan performance well bad performancesplease front 7 clash civilization havent actually judged many know future say done well framework great strategy lot teams particular opinion probably better option run teams defend tradition notions thats roll thats roll 8 cps 9 speaker points ways gain lose janks tasteful bowtie definitely increase overall speaker points max 5 increase b joke actually funny increase speaker points max 5 increase c bad jokes max 10 decrease offensive language actions max 300 decrease rather easy talk questions fun smart strategy shall tell love,3
117,37th year teaching coached far goes coached ld starting mid 80s running 2017 coached policy 19902000 coached pf since inception pf paradigm embrace notion event intended judged informed public forum mean dumbing arguments judge dumber didnt go camp adults go camp judges hear arguments pertain resolution hear clash positions said specific paradigm speed love energetic save spreading policy sadly ld written prima facie case either affirms negates written ac energetically deliver pf spread isnt really spread spewing choking incoherent choking fine clean clear speed hear arguments delivered 385 wpm yes flow probably frameworks sure really running framework legit stays throughout sides weighing impacts within framework observations sure observations observations arguments observations raining observation things wet trump wins reelection trigger nuclear war argument observation warrants impacts friends numbers numbers happen happen affected possible counter causality really logic well explained beat blippy numbers well explained statistics connected clear beat poor logic flowing yes flow expect well flow card names dates sure refer piece reference says name jargon fan say delink usually unwarranted explain unique noun verb cannot nonunique something love turns spout turn explain argument works show impacts actually bad kritiks arguments okay policy thing largely policy game okay ld used gimmick ld judge still clings notion value pf might okay team ran kritik truly believed clearly ethos pathos convince wasnt gimmick might k argued well opponents clearly understood k didnt deal k still argument premise k needs responded argument fan rude behavior gender putdowns dog whistle language mean cocky heck 26s27s love intense lively love true arguments well researched argued impacted love smart smart gets 29s 297s long since gave 30s give,3
118,hey feel free ask philosophy experience competitor 2 years community college npda ies3 years national circuit npda npte coach2 years asian parliamentary public forum2 years npda nptesome bp preferred pronouns public forum notes strong predispositions particular arguments open kind argument long well warranted reasoned debater coach worked kinds arguments tend debaters arguments personally compelled stance student delivery debaters fast slow strong predisposition speed ask debaters able comprehend call rounds look call dispute interpretation tend defer debaters interpretation tend important questions fine speed long debaters prejudiced strongly kritikal arguments tend providing framework important policy parli stuff general notes specificity wins debates interpretations advocacies least twice slowly ideally provide judge competitors copy pretty much nothing philosophy absolute tend believe way discuss world real impacts outside debaters debating ethically tend believe framework arguments persuasive arguments however based plays win defending topic bad reject topic likely win argument without warrant isnt argument tend believe recording sharing watching rounds theory framework love great theory framework shell happy debaters need step outside normal buzzwords discuss interpretations alter game education counter plans uncertain conditionality sympathetic arguments mg key difficult however believe negative flexibility feel free run shell feel free conditional depending condo plays pics usually abusive npda often strategic occasionally justified especially topic provides aff flex delay almost always bad process cps kritiks fine lot went occasionally provide early thesislevel analysis k shells ive seen incredibly inefficient vulnerable impact turns teams likely cut major portions fw page instead develop solvency internal links case mgs willing go hard right left answer ks aff probably links cap substantial lit favor cap performance performance arguments amazing however easy inefficiently hard well aff rejecting motion needs justify 1 thing matters topic 2 cant discuss thing topic 3 thing prior question topic neg need prove opportunity cost aff maybe simple need keep debating need reason,3
119,hi thirdyear debater flow judge honestly might midround identity crisis become lay judge proceed caution speaking daily rant cards debatei care got find someone internet say anything prefer logically warranted arguments cardheavy summary along saying someone misconstrued enough rebut point still flow give logical explanation something would happen would prefer paraphrasing card extensions latter half speeches repeat words brookings institute know know love brookings institute might hurt first sure manage gone 2 years without card wasnt misconstrued way another paraphrasing okayyy rant basic stuff flow cross listening mean frontline second rebuttal win weigh saying buzzwords weighing warrant tell impacts link strength better opponents thats questions feel free ask,2
120,hiii rozey currently apda wellesley college truly appreciate styles quirks experience judging apda pf congress said feel free message feedback absolutely anything experience debated judged apda team wellesley college two years alongside judged multiple inperson online tournaments apda public forum congress lincolndouglas styles judge hired judge additional experience platform speed take account appreciate speed flow would much rather completely hear process entirety argument rather capturing points weighing hot tip weigh weighing helpful judge evaluating point show side house going impact assure someone weighs especially closing going receive higher speaks simply understand argument provide spice speeches little humor never hurt anyone,2
121,parent judge lay judge speak slowly clearlyi would prefer presentation well persuasive signpostit makes easier follow logical argumentsthese lot sense big card dump likely understand weighmakes clear whos winning rude offensive,1
122,put email chain chodgson8797 bthsedu paying attention simply reference end sure emails sent somewhat promptly flow cross ex crossfire must voted believe cross binding background ive done policy years brooklyn tech ive judged policy pf parli rounds ive run afropess cap k policy args decent amount theory debated nearly every mainstream arg havent hit death bit said fine spreading clear understand virtual spreading iffy theres lag respectful opposition care formal attire take points wearing sweats pronouns blatantly racist ableist sexist homophobic transphobic arguments statements opposition points tells bad way agree lose rather strict example black people criminals voted stats show black people us higher arrest rates notice difference even personally believe bad former top line ill wtvr includes das impacts hopefully know kritiks counter plans theory know people iffy theory personally feel best rounds credits william cheung rest this1 claim warrant impact every argument isnt argument absent three elements trouble able adjudicate youve said2 sure note properly explain positions assumption know da scenario perhaps fill internal work k jargon maybe havent judged many rounds topic understand abbreviations right away help 3 comparative analysis arguments preformative styles compares ought prioritize impacts relates framing 4 persuasive go long way making sign ballot way enjoyable touching funny etc help speaks 5 write ballot last tell win take risks go everything woah cool gonna said last rebuttal exactly prioritized stuff judging soooo easy often things1 default competing interpretations extinction unless alternative mechanisms evaluating alternative impacts introduced analyzed2 avoid looking unless dispute debater spins part persuasive 3 extend arguments voted new args final speeches4 open minded judge respect realms though course always already bias fully admit k debater although usually take fw sides best mitigate,2
123,firstyear international student former world schools debater current parli debater 1 warranting unwarranted 2 spreading able follow spitfire speed 3 realistic impacts impact case nuclear war zero plausibility really hard 4 weigh arguments multiple things true probably equally important 5 understand theory use might get lost 6 courteous respectful fellow debaters,2
124,harvard tournament ill tab waste strike coaching public forum shrewsbury high since 2014 lot experience judging tabroom lot recently believe values public forum meaning able adjudicated citizen judge flow looking clear signposting clear structure practice love narrative expense solid impacts logically sound warrants say card 2020 2019i real reason better relation contentions give clash weighable impacts say outweigh scope magnitude without telling really call use false figures try anything dodgy includes things opponents didnt respond clearly respond judge based plans counterplans critical theories simply spirit public forum roadmaps clear enough follow without problem need although ill probably let give wont listening rude includes etiquette crossfire condescension look way give loss really cases havent heard careful though reason theyre new theres usually issue thats fun right,2
125,parent judge little judging experience spread exaggerate impacts,1
126,blank slate tabula rasa hear judge understand speaking sales topics presented files unless clear distinction misunderstanding,3
127,hello pubic forum 4 years lincoln sudbury high school thirrd year student nyu judged past years tournaments standard circuit pf paradigm know means ask mind speed long clear ask questions fun relaxed thank usually wont know topic well sure explain anything topic specific would pretty decent understanding international politics basic relevant economics keep track prep care opponents prep timing either gonna run theory ks ask opponent ok really argument styles ill cleanly email bsh298 nyuedu questions anything else hopefully death threats,2
128,parent judge limited previous judging experience preferred rate delivery 23 5 unclear flow arguments even true helps understand arguments better allow evaluate substance contention level resolution important framework important well best argument persuasive speaker important strong back claims assertions without authors sources credentials support position strong case recommended include voting issues end crystallize position judge know,1
129,paradigm ash updated february 18th 2022 background competitive debater judge coach 8 years experience british parliamentary canadian parliamentary australian parliamentary public forum world schools prioritize c,2
130,hey guys really excited judging background debating american british parliamentary extemp policy ive coached world schools public forum extensively brief things know judging style 1 okay people speaking moderately quickly meaning 152x conversational speed spreading quickly flow use policy norm saying clear expect slow 2 weigh impact otherwise evaluate importance arguments 50 wont way 3 even youre researchbased format give logic back win based single unsupported statistic quote old guy 4 pois crossfire must incorporated later speeches order count substantive explain answer got opponents matters context 5 theory exception trigger warning theory include content warning going discuss distressing topics eg sexual violence harvard 2022 update used tell debaters liked kitkats could gain favor due inability deliver snacks online ill mention instead ill infinitely mention bulgaria,2
131,first judging tournament first encountering public forum first foremost although speaking english years second language speak slowlyi cannot emphasize enough slow secondly assume know nothing topic explain arguments thoroughly two points help understand arguments better makes likely ill recommend collapse arguments explain really clear theyre important avoid jargon chances going know mean finally polite respectful opponents remember fun,1
132,aflay judge usually logical arguments solid weighing linguist training language matters clear comprehensible speeches meaning might slow bit ill give extra speaker points speakers care courteous professional meaning would never aggressive rude,2
